Amount Charged,Resources Consumed,Datetime Charged,MSISDN
0,151 seconds voice call,2024-12-24 15:32:40,9230260106137
8,43 MB data,2023-05-26 11:22:43,9230324505412
15,37 MB data,2024-07-21 08:22:53,9230815165481
0,34 SMS,2024-03-13 20:36:31,9230793158951
1,159 seconds voice call,2023-12-02 09:05:39,9230884555194
0,115 seconds voice call,2024-03-29 23:16:53,9230461913145
0,129 seconds voice call,2023-11-19 08:14:26,9230940913341
11,295 seconds voice call,2024-03-01 03:14:35,9230359400406
1,6 MB data,2024-07-14 09:46:38,9230857792434
5,18 MB data,2024-01-23 01:49:43,9230768882619
18,10 SMS,2023-02-27 08:08:07,9230108284824
2,7 MB data,2023-12-05 12:33:41,9230172475544
0,1 SMS,2024-12-29 19:04:31,9230917703637
0,19 SMS,2023-12-26 22:29:20,9230289915767
12,7 MB data,2024-12-13 18:20:45,9230428352927
0,73 MB data,2024-09-07 16:18:23,9230386899259
0,205 seconds voice call,2023-06-19 01:49:09,9230150956349
0,110 seconds voice call,2024-06-29 05:34:30,9230386899259
2,84 seconds voice call,2023-11-14 18:11:50,9230793158951
12,47 SMS,2024-05-16 13:40:00,9230221414651
0,80 MB data,2024-03-16 08:44:43,9230677273280
2,2 MB data,2024-06-14 04:03:20,9230691534638
0,46 MB data,2023-08-20 18:53:10,9230838747192
20,221 seconds voice call,2023-03-30 23:38:57,9230289915767
18,198 seconds voice call,2023-08-05 03:40:48,9230296988060
2,49 MB data,2024-10-03 16:48:41,9230844863890
7,13 SMS,2023-10-24 18:33:23,9230359400406
0,299 seconds voice call,2024-01-19 17:58:59,9230808755530
0,19 SMS,2023-05-01 23:56:23,9230353836706
17,164 seconds voice call,2024-08-31 09:05:33,9230344399416
10,48 SMS,2024-05-03 03:46:31,9230938865042
0,32 MB data,2023-01-07 08:50:53,9230671681911
3,26 MB data,2023-04-08 09:25:17,9230222425251
0,1 SMS,2023-07-03 13:42:36,9230417657556
0,280 seconds voice call,2023-01-05 02:24:33,9230715340104
0,28 MB data,2023-05-26 20:26:31,9230297855405
6,13 seconds voice call,2023-08-28 18:57:49,9230649026167
14,29 SMS,2024-05-14 00:26:12,9230620962249
0,2 MB data,2024-09-16 04:09:23,9230600587929
0,19 SMS,2024-09-24 16:17:25,9230280094327
18,35 MB data,2023-11-21 02:22:39,9230690127388
18,241 seconds voice call,2023-07-25 04:34:57,9230469234286
0,46 SMS,2024-05-22 23:13:49,9230695127231
3,8 SMS,2024-02-12 18:01:30,9230545817301
0,177 seconds voice call,2023-12-07 01:05:08,9230898156533
9,83 MB data,2024-12-29 22:45:16,9230237324066
9,133 seconds voice call,2023-01-31 16:07:58,9230300480073
2,9 MB data,2023-08-17 11:15:03,9230834904761
0,36 SMS,2023-06-27 06:03:28,9230297855405
4,76 MB data,2024-05-22 03:26:03,9230291832784
0,234 seconds voice call,2024-09-09 18:39:16,9230958106815
8,13 SMS,2024-03-11 15:16:40,9230492137781
3,188 seconds voice call,2023-04-27 07:09:03,9230237322715
4,5 MB data,2024-09-05 11:11:58,9230829631581
10,241 seconds voice call,2024-03-25 17:55:38,9230483525064
0,27 SMS,2023-06-13 18:02:05,9230916001896
0,83 seconds voice call,2023-05-05 07:40:19,9230898156533
20,6 MB data,2024-02-04 23:26:52,9230101039883
0,45 SMS,2024-04-08 13:51:57,9230894240000
1,39 SMS,2024-01-07 08:06:38,9230291832784
0,160 seconds voice call,2023-10-14 12:44:59,9230737100009
11,87 MB data,2024-05-11 21:51:08,9230768882619
13,96 MB data,2024-08-08 21:46:51,9230889042748
12,20 MB data,2023-05-11 10:59:44,9230660795550
12,16 seconds voice call,2024-08-30 03:01:53,9230996123791
0,276 seconds voice call,2024-10-08 09:45:00,9230277017963
0,39 MB data,2023-03-21 16:02:10,9230377208567
0,39 SMS,2024-06-23 19:12:02,9230383558530
0,252 seconds voice call,2024-10-12 03:38:03,9230175549082
0,255 seconds voice call,2024-11-08 21:13:50,9230737442961
0,123 seconds voice call,2023-07-04 19:58:55,9230164904391
18,52 seconds voice call,2023-11-18 10:03:35,9230760123315
1,257 seconds voice call,2023-07-25 16:48:45,9230817598215
11,99 MB data,2023-11-25 10:49:12,9230521850876
2,160 seconds voice call,2024-07-12 02:51:35,9230694303636
3,45 SMS,2023-10-27 09:29:32,9230951173620
0,54 seconds voice call,2024-06-18 06:55:03,9230870299395
7,7 SMS,2024-09-08 23:03:48,9230284966704
0,165 seconds voice call,2023-02-23 14:41:49,9230417634205
0,36 SMS,2024-09-30 10:46:42,9230377740182
0,96 seconds voice call,2023-11-27 17:20:44,9230131213667
0,58 seconds voice call,2023-02-02 16:26:41,9230276004324
13,114 seconds voice call,2024-06-18 11:24:28,9230349006281
0,47 SMS,2023-06-05 23:56:18,9230293207299
0,21 SMS,2023-02-23 15:09:43,9230428352927
1,39 MB data,2024-10-04 17:42:25,9230737100009
2,81 seconds voice call,2024-03-25 23:04:04,9230513601178
0,40 MB data,2024-05-09 06:16:10,9230101039883
3,3 MB data,2023-06-09 18:59:40,9230283219045
18,32 SMS,2024-10-18 06:11:47,9230951173620
7,25 MB data,2024-02-24 20:53:14,9230221414651
0,31 MB data,2023-05-14 21:17:23,9230162731400
13,70 MB data,2024-12-06 21:21:12,9230509493265
5,16 SMS,2024-08-19 17:39:11,9230460406713
15,48 SMS,2024-09-16 03:08:20,9230226068492
0,60 MB data,2024-02-07 04:57:44,9230583143146
0,51 MB data,2024-03-31 13:33:15,9230521821189
0,63 MB data,2024-06-16 19:06:17,9230998618451
0,23 SMS,2024-03-23 09:17:53,9230430137914
0,32 SMS,2023-04-22 20:31:25,9230478323663
0,289 seconds voice call,2023-12-06 18:31:16,9230281653523
0,28 SMS,2024-01-26 04:36:56,9230293207299
0,84 MB data,2023-09-09 16:50:02,9230518716541
15,80 MB data,2024-02-07 02:47:59,9230927917724
20,95 MB data,2024-10-10 05:36:38,9230428352927
16,7 SMS,2024-08-26 17:50:30,9230680847512
13,17 MB data,2024-04-18 14:16:57,9230993322733
20,33 MB data,2023-12-13 23:02:01,9230114635206
12,34 MB data,2024-04-01 00:36:09,9230555117124
0,69 MB data,2024-05-16 03:27:14,9230237322715
0,48 SMS,2023-02-01 17:47:15,9230569464483
7,38 SMS,2023-02-03 15:31:20,9230269592945
1,291 seconds voice call,2024-04-02 14:58:07,9230805185257
7,10 MB data,2024-08-25 05:19:21,9230445974479
0,51 MB data,2024-01-11 17:20:06,9230231393360
0,45 MB data,2024-08-08 03:53:35,9230999762562
6,183 seconds voice call,2024-06-15 17:52:00,9230879503904
0,48 MB data,2024-02-14 18:18:06,9230633703313
8,121 seconds voice call,2023-11-06 10:26:17,9230522252850
0,29 SMS,2024-10-20 13:28:53,9230200289727
1,72 MB data,2024-07-31 13:27:46,9230863763764
8,28 SMS,2023-03-12 09:47:55,9230715340104
0,79 MB data,2024-07-31 23:08:09,9230131213667
10,48 SMS,2023-11-30 20:18:58,9230208786773
4,136 seconds voice call,2024-08-23 09:34:30,9230957219651
13,18 SMS,2023-10-28 17:57:35,9230488988175
0,196 seconds voice call,2024-09-22 14:51:42,9230291832784
9,14 MB data,2023-08-04 10:12:07,9230857572590
0,17 SMS,2024-11-21 03:43:51,9230626020914
0,293 seconds voice call,2024-01-05 11:54:34,9230364676464
0,29 SMS,2023-11-04 18:19:21,9230692205256
0,268 seconds voice call,2024-08-27 19:16:04,9230320913591
12,23 MB data,2024-09-26 19:43:50,9230237324066
0,99 seconds voice call,2024-01-31 09:24:01,9230202281036
0,79 seconds voice call,2023-05-19 05:45:28,9230889042748
0,72 MB data,2024-04-03 04:54:21,9230858271073
0,3 SMS,2023-11-15 05:25:39,9230492437848
0,34 MB data,2023-05-23 07:54:33,9230610000463
16,34 seconds voice call,2023-10-31 10:01:41,9230627366212
16,159 seconds voice call,2023-05-05 14:08:53,9230291832784
3,13 SMS,2023-01-18 13:21:59,9230882185417
0,8 MB data,2024-08-13 22:10:56,9230712491291
9,47 MB data,2024-04-19 15:23:57,9230416880924
10,8 MB data,2023-03-21 16:30:29,9230206172868
2,19 MB data,2023-06-25 09:12:56,9230841273951
0,22 SMS,2024-09-22 18:51:31,9230371331909
0,60 seconds voice call,2023-10-02 04:43:24,9230501743542
10,136 seconds voice call,2024-07-03 10:23:45,9230784359368
11,219 seconds voice call,2023-10-15 16:03:37,9230525329325
6,36 MB data,2024-01-17 13:51:12,9230578961856
11,78 seconds voice call,2023-05-17 22:45:07,9230237324066
20,15 SMS,2023-07-27 05:59:44,9230858271073
0,40 SMS,2024-11-11 09:50:21,9230364676464
0,35 SMS,2023-09-02 07:48:05,9230469234286
0,76 MB data,2023-06-10 14:59:06,9230841273951
16,93 seconds voice call,2023-10-28 08:58:16,9230531073886
0,208 seconds voice call,2023-12-11 21:47:29,9230208786773
0,281 seconds voice call,2023-04-28 05:11:33,9230257976986
0,23 MB data,2024-08-25 02:33:20,9230935333762
0,44 MB data,2023-07-22 11:54:09,9230771370719
0,10 MB data,2023-10-18 04:35:38,9230935333762
19,24 MB data,2023-12-13 19:58:12,9230538379054
1,44 MB data,2024-12-07 03:52:21,9230859659207
7,45 MB data,2023-10-15 19:32:13,9230702302189
0,34 MB data,2023-09-05 14:38:23,9230113042916
0,12 SMS,2024-05-01 00:56:34,9230292005339
2,12 seconds voice call,2023-08-20 00:14:35,9230283949996
19,28 SMS,2024-03-01 06:08:17,9230541679053
19,45 seconds voice call,2024-01-09 20:59:46,9230707794631
18,27 seconds voice call,2023-04-28 08:08:18,9230406874492
20,179 seconds voice call,2023-06-30 05:54:46,9230918324323
1,44 SMS,2023-06-04 16:13:19,9230210475028
3,40 SMS,2023-07-04 01:24:44,9230208786773
16,27 MB data,2023-10-25 19:32:02,9230582875040
0,5 SMS,2023-02-22 23:08:35,9230490717091
17,205 seconds voice call,2024-07-18 02:21:13,9230949419871
19,40 MB data,2024-08-27 08:34:18,9230175168797
0,122 seconds voice call,2023-12-03 10:45:13,9230436309566
0,16 seconds voice call,2024-02-18 10:04:28,9230490717091
12,11 SMS,2024-07-02 04:38:02,9230703883514
0,79 MB data,2024-03-30 14:22:43,9230691534638
10,82 MB data,2023-10-23 06:03:16,9230732582752
19,48 MB data,2023-02-20 10:37:37,9230980574168
11,214 seconds voice call,2024-12-14 00:34:30,9230584177819
8,45 MB data,2024-08-02 20:26:26,9230677273280
9,54 MB data,2023-03-08 18:50:55,9230648571772
0,14 SMS,2024-01-08 19:49:42,9230535496574
0,15 MB data,2023-01-05 06:31:25,9230783931863
9,44 SMS,2023-06-03 11:43:52,9230974624965
0,28 MB data,2024-10-30 08:12:32,9230286659796
0,287 seconds voice call,2024-09-24 08:06:47,9230130590594
13,43 SMS,2024-04-20 03:25:34,9230300480073
12,28 seconds voice call,2024-05-27 10:52:59,9230189367566
15,128 seconds voice call,2024-07-04 04:30:37,9230274619633
12,30 MB data,2023-05-08 17:27:53,9230677273280
0,54 MB data,2024-05-06 13:22:11,9230719228714
0,109 seconds voice call,2023-06-23 05:11:08,9230797852798
0,37 SMS,2024-04-12 04:18:15,9230429988720
1,9 SMS,2024-01-27 14:14:40,9230134569915
0,14 seconds voice call,2024-12-24 11:09:42,9230703883514
0,79 MB data,2023-06-17 17:55:27,9230203803040
14,41 SMS,2024-04-15 06:05:48,9230297580025
6,107 seconds voice call,2024-04-09 05:14:20,9230671681911
0,8 MB data,2024-11-12 06:11:32,9230232190327
19,133 seconds voice call,2024-10-20 15:39:13,9230878479840
10,7 SMS,2024-11-24 21:21:07,9230195976999
5,99 seconds voice call,2023-12-16 09:58:37,9230783578773
6,55 MB data,2024-04-01 06:38:21,9230265833817
0,63 MB data,2024-05-02 14:47:07,9230484748077
14,24 MB data,2023-02-09 00:47:30,9230257976986
10,3 SMS,2023-01-12 12:48:25,9230492137781
0,13 MB data,2024-10-27 11:36:53,9230734119779
0,37 SMS,2023-11-23 06:52:55,9230208786773
0,66 MB data,2023-04-20 08:18:22,9230838747192
18,89 seconds voice call,2024-01-03 11:39:12,9230344399416
0,12 SMS,2023-10-13 15:06:41,9230715340104
11,6 MB data,2023-01-11 04:45:12,9230934702779
1,11 SMS,2024-11-15 23:25:26,9230372387956
10,20 MB data,2024-07-04 13:34:12,9230582461373
5,158 seconds voice call,2023-03-20 16:55:27,9230533971297
15,27 SMS,2023-10-03 18:59:01,9230316119294
10,91 MB data,2023-10-01 03:15:03,9230421889309
20,211 seconds voice call,2023-07-13 13:35:19,9230405694220
0,74 MB data,2023-08-13 04:15:30,9230808755530
0,283 seconds voice call,2024-01-07 04:01:52,9230701049720
0,86 MB data,2023-02-11 15:06:09,9230989253929
0,15 MB data,2023-10-15 22:54:22,9230693732136
11,41 SMS,2023-09-14 00:40:19,9230182771385
0,36 SMS,2024-09-04 12:27:07,9230590622845
0,4 MB data,2024-07-02 06:22:31,9230848893085
17,46 SMS,2023-09-21 01:01:31,9230587001801
17,58 MB data,2024-07-11 00:24:55,9230284966704
12,217 seconds voice call,2023-01-03 05:39:46,9230223870632
0,70 MB data,2024-12-23 01:15:25,9230877653565
13,26 SMS,2024-08-07 13:03:51,9230918324323
0,37 SMS,2024-07-19 00:46:59,9230676813795
8,50 SMS,2024-03-28 15:28:24,9230974624965
10,97 seconds voice call,2023-05-17 06:15:05,9230338854256
16,34 SMS,2023-08-05 08:19:48,9230745590992
0,50 SMS,2023-01-28 06:58:32,9230340148689
5,69 MB data,2024-02-16 11:56:32,9230663695123
0,5 SMS,2023-10-29 05:32:13,9230659891639
7,15 SMS,2023-08-12 00:32:24,9230854996962
5,50 SMS,2023-08-02 11:07:28,9230484748077
0,49 MB data,2024-11-26 14:27:51,9230274619633
0,21 MB data,2023-01-23 09:58:39,9230844863890
0,62 MB data,2024-01-04 01:54:45,9230222425251
9,64 seconds voice call,2024-02-25 12:40:55,9230445974479
0,36 SMS,2024-04-18 07:06:56,9230243910318
0,66 MB data,2024-08-21 10:16:12,9230951046596
15,38 SMS,2023-07-26 21:57:58,9230732582752
0,32 SMS,2024-12-18 02:21:54,9230195976999
20,19 MB data,2024-04-06 15:43:09,9230639362130
0,153 seconds voice call,2024-03-04 01:09:07,9230676813795
7,10 SMS,2023-10-01 20:39:00,9230934702779
0,15 SMS,2023-05-26 07:47:24,9230498727181
0,32 SMS,2024-03-21 07:37:53,9230874591636
0,77 seconds voice call,2023-07-22 21:42:49,9230469234286
16,27 SMS,2024-06-06 04:32:34,9230988629670
5,34 SMS,2023-04-12 23:12:13,9230372079637
0,71 MB data,2024-09-25 15:40:38,9230615495383
8,31 SMS,2024-07-28 19:17:45,9230181101498
15,57 MB data,2024-03-13 23:45:23,9230414682673
8,10 SMS,2024-04-13 22:42:36,9230732582752
3,45 SMS,2023-10-26 14:37:11,9230913662608
5,8 SMS,2024-05-21 14:27:17,9230220901940
15,8 SMS,2024-05-19 04:06:01,9230857572590
0,67 MB data,2023-05-23 22:05:00,9230102123429
17,22 SMS,2024-05-22 19:43:05,9230878531833
11,29 MB data,2024-03-21 19:56:57,9230933143804
0,222 seconds voice call,2024-09-27 06:06:22,9230705284347
0,36 MB data,2023-03-07 10:18:23,9230336452998
11,50 seconds voice call,2023-11-15 22:01:50,9230732582752
0,42 MB data,2023-05-26 19:53:23,9230570122595
0,89 MB data,2024-02-20 21:31:41,9230913067921
0,181 seconds voice call,2023-10-05 08:22:29,9230633703313
0,31 SMS,2024-07-29 00:22:58,9230668420188
0,92 MB data,2023-01-21 05:31:23,9230861468048
11,46 SMS,2023-12-28 16:07:08,9230608137268
18,40 SMS,2023-09-22 16:41:12,9230293207299
18,246 seconds voice call,2024-03-24 19:34:02,9230986337820
17,54 seconds voice call,2024-11-24 04:45:41,9230600587929
2,62 MB data,2024-03-20 05:21:17,9230325454471
0,1 SMS,2024-12-27 05:55:10,9230293952148
0,50 MB data,2024-09-15 00:51:49,9230879503904
0,52 MB data,2024-03-27 02:05:28,9230676813795
17,21 MB data,2024-09-25 18:08:36,9230696877696
4,33 MB data,2023-05-20 23:59:04,9230375319344
0,21 MB data,2024-03-04 10:53:06,9230927917724
17,36 seconds voice call,2024-02-26 10:22:05,9230986337820
0,15 SMS,2023-05-12 03:36:56,9230340061181
9,5 SMS,2023-09-30 19:41:54,9230328855785
11,88 MB data,2024-01-08 07:00:08,9230582875040
0,250 seconds voice call,2024-03-26 04:11:37,9230681362355
0,74 MB data,2023-09-15 11:21:21,9230732582752
0,98 seconds voice call,2024-12-28 09:19:56,9230349006281
0,7 SMS,2023-09-04 11:14:02,9230986337820
0,163 seconds voice call,2024-08-01 20:41:00,9230488909528
0,88 MB data,2023-09-07 15:18:49,9230114635206
0,98 seconds voice call,2023-09-17 04:50:37,9230203803040
20,21 SMS,2023-06-05 17:34:16,9230515222731
5,124 seconds voice call,2023-08-22 04:04:50,9230276660407
0,10 MB data,2024-06-04 04:42:21,9230493806941
12,9 SMS,2023-01-16 13:04:58,9230371331909
0,135 seconds voice call,2024-01-19 14:52:37,9230570122595
0,69 MB data,2024-01-05 00:20:42,9230751286997
14,43 seconds voice call,2023-03-24 12:54:41,9230857572590
0,30 seconds voice call,2023-07-21 19:02:01,9230734032528
0,15 MB data,2024-10-20 18:39:58,9230297580025
7,215 seconds voice call,2024-12-04 16:22:21,9230995147362
17,24 MB data,2024-11-30 12:55:31,9230489567018
2,37 SMS,2024-06-26 01:27:25,9230365091079
18,44 SMS,2023-05-05 19:01:34,9230220901940
4,16 SMS,2023-01-09 13:26:50,9230553677954
12,41 SMS,2024-05-19 14:19:00,9230756956744
0,9 seconds voice call,2023-01-03 12:25:33,9230108807547
1,9 MB data,2023-05-02 05:09:01,9230531683554
0,251 seconds voice call,2024-01-25 13:49:40,9230195976999
0,14 SMS,2024-02-07 03:13:13,9230582461373
4,271 seconds voice call,2023-11-29 23:23:46,9230904602671
0,22 MB data,2023-02-18 20:26:29,9230164904391
14,258 seconds voice call,2024-07-25 17:56:33,9230110752086
16,39 SMS,2023-07-03 22:03:05,9230695127231
4,43 SMS,2023-08-25 04:40:38,9230232190327
0,21 SMS,2024-08-16 05:36:34,9230582461373
18,23 SMS,2024-08-29 15:05:02,9230273259061
0,258 seconds voice call,2024-08-27 20:49:20,9230808755530
11,12 SMS,2024-08-04 16:52:29,9230913469186
0,133 seconds voice call,2023-07-09 23:19:18,9230678073159
0,59 MB data,2023-05-09 09:48:00,9230135736693
0,4 SMS,2024-02-02 01:14:46,9230181101498
0,287 seconds voice call,2023-08-29 03:33:12,9230390393385
0,49 SMS,2023-11-03 00:57:34,9230365091079
6,28 SMS,2023-12-28 17:06:53,9230539361665
0,143 seconds voice call,2023-06-08 13:28:58,9230989253929
4,292 seconds voice call,2023-11-17 17:47:08,9230993414106
1,99 seconds voice call,2023-01-11 19:39:17,9230172475544
0,78 seconds voice call,2024-03-17 21:44:07,9230781941999
0,43 SMS,2023-09-20 00:14:12,9230728340344
3,100 seconds voice call,2023-05-27 18:29:18,9230224461766
0,11 seconds voice call,2024-09-21 14:14:18,9230216678436
0,167 seconds voice call,2024-01-19 16:04:30,9230371232044
9,72 MB data,2024-09-17 23:50:36,9230438965158
0,8 SMS,2023-06-08 20:14:34,9230518716541
0,4 SMS,2024-06-05 10:39:09,9230161844343
0,73 MB data,2024-05-30 09:06:40,9230363807566
8,21 SMS,2023-03-24 02:58:26,9230421889309
16,140 seconds voice call,2023-01-03 04:52:02,9230230356648
8,118 seconds voice call,2024-03-26 21:24:30,9230949423190
15,106 seconds voice call,2023-05-17 02:50:24,9230424834512
0,74 MB data,2023-08-06 03:09:44,9230200289727
0,75 MB data,2024-01-30 02:21:16,9230949423190
16,22 SMS,2023-08-27 04:37:28,9230710465361
0,42 SMS,2023-09-12 21:14:18,9230585087525
17,39 SMS,2023-08-11 17:08:56,9230533562002
1,33 SMS,2023-11-05 06:19:28,9230198819986
20,35 SMS,2024-09-01 16:58:44,9230367979227
11,138 seconds voice call,2023-10-05 01:51:04,9230531683554
2,20 MB data,2024-01-05 01:08:36,9230879557130
10,35 SMS,2024-06-30 21:05:19,9230424681184
16,36 SMS,2023-02-20 09:19:16,9230857572590
0,3 seconds voice call,2024-06-10 10:31:18,9230469234286
8,6 MB data,2023-12-22 17:56:05,9230734032528
16,25 SMS,2024-05-31 05:22:33,9230759296495
0,53 MB data,2024-12-12 12:28:40,9230498727181
0,80 MB data,2023-02-12 20:12:02,9230877452953
3,80 MB data,2024-05-03 13:06:55,9230613161747
0,13 MB data,2024-06-17 15:34:29,9230131679184
19,97 MB data,2023-03-25 05:05:28,9230797852798
16,24 SMS,2023-08-15 02:47:30,9230479530239
0,27 SMS,2024-11-02 06:54:35,9230916001896
0,39 MB data,2023-10-14 05:03:56,9230797287920
13,83 MB data,2023-02-01 07:55:06,9230797852798
0,108 seconds voice call,2023-04-04 20:52:37,9230395884015
0,40 SMS,2024-11-14 16:28:04,9230879503904
0,42 SMS,2023-06-05 23:51:25,9230479530239
7,40 SMS,2023-12-17 09:49:40,9230737442961
0,44 MB data,2023-09-10 22:36:45,9230483525064
0,20 MB data,2023-06-03 20:54:48,9230863903371
0,47 MB data,2024-07-28 07:20:58,9230582875040
0,94 MB data,2024-10-24 02:12:22,9230536743904
0,2 SMS,2023-08-21 10:37:34,9230671681911
0,58 seconds voice call,2024-01-24 22:11:18,9230782878829
0,142 seconds voice call,2023-01-12 06:43:54,9230383558530
11,132 seconds voice call,2024-06-15 06:57:05,9230492437848
0,97 MB data,2023-11-29 14:23:57,9230380831002
11,109 seconds voice call,2024-06-17 04:26:28,9230659891639
16,76 seconds voice call,2023-08-05 04:42:11,9230548067772
0,173 seconds voice call,2023-07-29 17:29:28,9230401971867
0,86 MB data,2023-04-02 12:56:32,9230276004324
3,13 SMS,2023-07-12 22:07:07,9230797287920
0,52 seconds voice call,2024-03-24 03:03:29,9230578964248
0,134 seconds voice call,2023-06-20 07:28:11,9230620962249
0,33 SMS,2023-12-07 01:39:15,9230240764422
0,218 seconds voice call,2023-07-26 15:39:07,9230648571772
19,45 SMS,2023-12-28 21:21:20,9230879503904
0,10 MB data,2024-10-20 21:43:45,9230223870632
20,8 SMS,2023-12-13 01:31:37,9230899644989
11,49 MB data,2023-08-30 14:59:01,9230397501087
3,40 SMS,2023-10-17 16:17:36,9230677426741
11,44 SMS,2024-07-18 13:30:40,9230445523109
0,267 seconds voice call,2023-11-23 04:22:53,9230659891639
20,228 seconds voice call,2023-01-14 07:36:44,9230632946288
1,32 SMS,2024-05-26 17:34:18,9230991595287
0,106 seconds voice call,2024-03-15 06:09:48,9230513601178
0,40 SMS,2023-06-13 01:57:49,9230221414651
0,84 MB data,2024-05-17 18:21:34,9230613161747
0,76 MB data,2023-04-20 08:52:07,9230297580025
0,31 SMS,2024-02-07 01:25:51,9230289915767
0,32 SMS,2023-01-24 21:25:11,9230889042748
9,2 SMS,2024-08-18 04:30:34,9230797287920
0,16 MB data,2023-05-15 02:13:32,9230220901940
