Ticket ID,Log Time,Resolution Time,Category,Description,Resolutions,MSISDN
T84426,2024-04-20 21:23:07,2024-04-23 04:23:07,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230621495764
T54132,2024-08-26 11:46:02,2024-08-29 01:46:02,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230808755530
T41491,2024-12-25 23:10:53,2024-12-26 09:10:53,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230952507106
T92052,2023-04-11 18:56:55,2023-04-12 16:56:55,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230538552061
T16899,2023-02-05 05:54:49,2023-02-06 00:54:49,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230904602671
T85235,2024-07-24 03:32:06,2024-07-24 20:32:06,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230518716541
T86110,2023-09-24 20:41:45,2023-09-25 01:41:45,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230231393360
T22659,2023-09-12 19:06:56,2023-09-15 02:06:56,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230102123429
T53779,2024-03-22 12:20:16,2024-03-24 11:20:16,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230297580025
T96924,2023-06-23 18:36:28,2023-06-26 11:36:28,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230613161747
T25441,2024-08-20 15:21:06,2024-08-23 05:21:06,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230252568240
T21062,2023-03-20 02:32:20,2023-03-20 05:32:20,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230545817301
T34332,2023-10-26 21:14:34,2023-10-28 01:14:34,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230221414651
T54480,2024-07-30 23:39:25,2024-08-01 20:39:25,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230403240894
T81268,2023-02-03 17:19:08,2023-02-04 23:19:08,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230336452998
T37959,2024-10-16 03:34:11,2024-10-17 11:34:11,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230966239325
T74823,2023-10-24 09:53:46,2023-10-25 14:53:46,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230817598215
T79314,2024-02-15 03:29:31,2024-02-17 22:29:31,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230629451290
T30145,2024-11-18 15:14:01,2024-11-20 02:14:01,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230974624965
T21911,2024-03-05 04:57:05,2024-03-06 05:57:05,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230216678436
T70962,2024-10-08 13:37:03,2024-10-11 04:37:03,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230267833934
T83604,2024-09-17 02:20:18,2024-09-18 05:20:18,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230587802695
T99836,2023-02-06 11:06:26,2023-02-07 03:06:26,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230440406252
T46221,2023-02-13 09:46:44,2023-02-16 00:46:44,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230648571772
T86730,2024-02-16 07:21:36,2024-02-18 22:21:36,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230364676464
T46220,2024-01-03 12:32:42,2024-01-03 18:32:42,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230292005339
T40147,2023-12-26 23:12:52,2023-12-29 02:12:52,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230324505412
T33717,2023-01-13 01:07:52,2023-01-15 09:07:52,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230203803040
T71167,2024-04-09 13:08:23,2024-04-12 00:08:23,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230555117124
T28055,2024-11-29 13:05:29,2024-11-30 20:05:29,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230823544998
T23220,2024-11-30 21:14:43,2024-12-01 08:14:43,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230108284824
T78218,2024-04-28 13:12:24,2024-05-01 06:12:24,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230150956349
T66854,2024-04-09 22:57:30,2024-04-11 23:57:30,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230522252850
T99399,2023-07-09 10:16:27,2023-07-09 21:16:27,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230359400406
T50424,2023-01-21 01:48:36,2023-01-22 08:48:36,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230865836147
T15708,2024-02-18 14:03:59,2024-02-19 08:03:59,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230963789911
T20697,2024-02-20 12:34:05,2024-02-23 02:34:05,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230999762562
T93449,2024-12-14 14:45:19,2024-12-14 22:45:19,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230371232044
T39262,2024-07-02 07:43:14,2024-07-03 17:43:14,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230945377575
T79470,2024-11-30 06:23:02,2024-12-01 12:23:02,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230863903371
T38209,2023-06-08 15:00:36,2023-06-09 05:00:36,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230693732136
T44079,2024-05-17 01:42:19,2024-05-17 19:42:19,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230482635548
T64998,2024-02-03 17:53:24,2024-02-04 16:53:24,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230715340104
T81512,2024-01-27 13:58:01,2024-01-29 07:58:01,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230681362355
T74394,2023-01-27 07:48:57,2023-01-29 11:48:57,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230498727181
T59287,2024-05-19 00:38:22,2024-05-21 06:38:22,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230620961607
T42923,2024-12-25 00:46:59,2024-12-25 14:46:59,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230989253929
T41009,2024-04-25 11:46:10,2024-04-26 20:46:10,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230130432269
T68631,2024-05-10 07:05:43,2024-05-10 23:05:43,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230439195173
T84306,2024-11-27 00:58:02,2024-11-29 07:58:02,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230570122595
T91326,2023-11-20 04:20:14,2023-11-20 17:20:14,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230515578106
T80926,2023-06-08 15:03:50,2023-06-09 08:03:50,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230879557130
T67741,2023-12-20 18:10:09,2023-12-23 08:10:09,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230130862663
T30364,2023-08-17 23:29:41,2023-08-18 07:29:41,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230479530239
T25516,2023-03-19 11:43:06,2023-03-21 15:43:06,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230292331082
T90513,2023-05-12 09:38:38,2023-05-14 17:38:38,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230644375655
T55025,2024-04-04 12:54:24,2024-04-06 22:54:24,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230927917724
T52148,2023-04-09 11:40:14,2023-04-10 21:40:14,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230502363761
T97577,2024-06-20 11:41:15,2024-06-23 01:41:15,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230216678436
T73277,2023-07-20 06:49:14,2023-07-22 03:49:14,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230577919273
T79390,2024-07-24 03:23:50,2024-07-26 06:23:50,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230737100009
T18728,2024-06-25 01:25:26,2024-06-26 14:25:26,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230938865042
T72564,2024-08-11 03:57:40,2024-08-13 12:57:40,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230862699321
