Offer Name,Offer ID,Data Browsing Allowance,SMS Allowance,Voice On-Net Allowance,Voice Off-Net Allowance,Data Social Allowance,Datetime,Amount,MSISDN
Offer 11,O039,6866,512,269,217,1772,2024-08-31 03:41:26,654,9230924151654
Offer 42,O034,4672,761,170,50,1703,2024-08-02 21:49:46,671,9230364676464
Offer 2,O043,3163,695,81,300,2381,2024-12-21 22:53:20,168,9230783931863
Offer 29,O047,7928,734,490,73,2616,2024-03-28 09:52:31,977,9230380831002
Offer 10,O021,8123,111,244,239,1667,2024-08-14 08:47:54,487,9230663695123
Offer 34,O043,3208,753,244,93,2955,2024-10-10 22:39:07,528,9230296988060
Offer 13,O011,6093,162,71,297,2743,2024-10-02 19:07:54,234,9230996583212
Offer 37,O003,6014,635,420,282,2103,2023-01-14 17:39:26,330,9230269592945
Offer 35,O034,4838,843,338,300,485,2024-03-04 05:26:58,534,9230243910318
Offer 30,O015,4545,488,387,175,2373,2024-01-13 08:17:43,639,9230610000463
Offer 5,O028,2333,747,228,96,2140,2024-01-27 06:58:23,638,9230963789911
Offer 27,O026,2541,972,267,106,2286,2024-06-17 20:50:54,245,9230547718818
Offer 16,O028,5276,669,430,238,1301,2024-07-26 14:58:20,64,9230210475028
Offer 6,O029,1885,487,111,84,2219,2023-08-09 07:24:50,744,9230386899259
Offer 41,O042,8514,122,345,269,2282,2023-04-18 13:06:40,802,9230292005339
Offer 13,O019,2192,674,448,31,2904,2024-09-18 02:15:32,880,9230899644989
Offer 19,O027,2485,455,197,169,453,2023-09-16 01:57:09,131,9230316119294
Offer 18,O024,5647,820,160,132,1763,2023-01-01 13:44:02,526,9230460406713
Offer 49,O029,3402,227,115,253,752,2024-03-30 00:54:56,805,9230292005339
Offer 25,O005,3981,219,343,288,2135,2023-05-07 17:14:14,165,9230578964248
Offer 3,O020,4195,504,296,129,2196,2024-07-12 00:36:51,803,9230845739714
Offer 22,O003,2494,807,86,232,2918,2024-02-20 19:22:15,949,9230655468230
Offer 2,O032,2095,731,234,43,2128,2023-11-16 20:08:26,765,9230135736693
Offer 42,O011,7627,310,412,177,2443,2023-04-19 03:25:38,828,9230680847512
Offer 40,O023,8719,622,275,168,2290,2024-12-10 10:07:45,910,9230680847512
Offer 5,O024,954,373,442,118,1871,2023-12-18 02:41:11,745,9230762083350
Offer 18,O029,669,851,202,163,1741,2024-01-31 05:07:25,860,9230203803040
Offer 49,O001,1237,359,467,124,850,2024-08-30 09:03:44,671,9230323323380
Offer 42,O045,3929,393,246,112,1216,2024-10-10 23:51:06,567,9230829631581
Offer 7,O006,8946,657,360,232,2993,2023-06-29 14:26:58,165,9230927917724
Offer 35,O010,3341,525,167,207,2922,2024-05-18 18:16:40,838,9230764380110
Offer 27,O039,4200,847,496,193,2346,2024-12-08 13:45:39,428,9230677426741
Offer 31,O004,5352,162,203,148,715,2023-04-23 12:56:56,566,9230858271073
Offer 43,O025,2064,682,271,81,438,2024-12-05 03:47:05,273,9230781941999
Offer 31,O002,5979,753,315,194,1966,2023-03-28 09:29:55,534,9230707021158
Offer 7,O026,3255,815,116,212,2733,2023-10-11 21:03:18,213,9230862699321
Offer 40,O023,1230,520,450,209,2721,2024-02-14 02:40:02,859,9230874225782
Offer 33,O005,1882,991,213,178,762,2023-08-31 20:09:07,655,9230620961607
Offer 35,O038,7082,116,69,143,1880,2024-07-06 12:34:47,514,9230644375655
Offer 12,O010,3164,423,160,37,1676,2024-08-18 23:11:49,63,9230286659796
Offer 6,O007,2433,670,165,277,210,2023-01-29 12:59:25,78,9230996629579
Offer 14,O031,8064,766,278,297,393,2023-02-05 18:29:06,71,9230681362355
Offer 5,O035,4447,201,308,102,2347,2024-04-16 01:40:11,458,9230277713469
Offer 45,O017,7307,391,362,121,2994,2023-06-23 10:15:26,279,9230525329325
Offer 24,O018,3640,149,312,116,2021,2023-03-09 10:58:03,329,9230756956744
Offer 8,O042,6484,280,145,78,2153,2024-10-23 09:28:50,270,9230491725711
Offer 30,O043,6832,426,242,70,462,2023-11-03 10:06:54,366,9230878531833
Offer 21,O018,5402,679,73,172,2448,2024-09-15 06:55:20,928,9230484748077
Offer 35,O006,2357,544,466,157,2461,2024-12-03 19:36:22,81,9230549696488
Offer 7,O023,4412,433,139,208,2624,2023-09-18 05:19:04,966,9230718459155
Offer 22,O045,7194,900,71,282,2127,2023-02-11 01:49:33,439,9230553677954
Offer 43,O041,9320,496,231,290,2032,2023-02-06 16:24:53,911,9230839531825
Offer 11,O030,1301,627,115,95,2460,2024-09-08 00:17:49,165,9230359400406
Offer 33,O050,6807,521,304,278,2713,2023-11-28 02:54:13,955,9230526661255
Offer 35,O048,7796,402,442,50,875,2024-03-27 22:51:12,231,9230135697838
Offer 10,O033,2841,274,155,37,981,2024-07-16 11:27:59,394,9230660795550
Offer 7,O047,8880,383,423,68,1576,2023-02-12 23:02:15,477,9230569464483
Offer 37,O030,7161,850,124,104,1922,2023-05-18 00:35:59,737,9230270654265
Offer 29,O015,3811,856,342,110,1158,2023-06-26 02:50:21,768,9230894993614
Offer 35,O041,8605,482,243,282,1235,2024-03-16 17:51:39,97,9230174392318
Offer 5,O026,5415,356,493,236,1348,2023-02-14 01:01:08,914,9230917703637
Offer 14,O025,717,456,375,138,1237,2024-07-09 17:27:57,351,9230590622845
Offer 44,O008,6848,140,149,194,468,2024-05-28 02:57:46,226,9230513601178
Offer 33,O037,8362,269,151,23,2517,2024-10-13 19:23:46,895,9230417657556
Offer 50,O030,3316,342,147,130,517,2023-05-22 05:07:20,974,9230377119445
Offer 11,O031,8530,398,188,51,1298,2023-12-02 12:38:58,719,9230628658338
Offer 29,O049,8268,961,52,291,1580,2024-05-05 03:00:44,788,9230260106137
Offer 25,O004,1808,765,413,45,1012,2024-02-21 10:51:11,570,9230659891639
Offer 2,O001,6157,721,271,194,2284,2024-04-12 02:06:39,357,9230952507106
Offer 42,O037,705,368,179,80,2989,2023-11-22 08:45:19,565,9230745590992
Offer 15,O009,5745,318,51,61,1079,2024-04-14 22:57:37,390,9230277713469
Offer 12,O033,4647,118,396,79,947,2023-08-22 18:36:31,422,9230542774756
Offer 27,O018,6560,920,220,31,1014,2023-08-29 15:18:12,215,9230715340104
Offer 5,O039,3913,762,126,269,2937,2024-07-16 03:25:23,713,9230823544998
Offer 44,O026,4032,116,226,97,640,2024-02-16 11:11:22,587,9230252568240
Offer 34,O042,8547,486,408,97,1216,2024-10-26 10:27:01,505,9230377740182
Offer 41,O037,1768,912,364,270,2955,2023-04-05 08:42:05,802,9230323952441
Offer 10,O049,1398,205,463,294,1243,2023-11-12 05:22:57,299,9230344399416
Offer 27,O003,1789,780,405,281,2216,2023-06-09 12:26:08,709,9230429988720
Offer 28,O020,8430,557,358,279,2091,2023-09-23 09:51:47,85,9230460235560
Offer 21,O026,7172,360,490,130,870,2024-05-22 10:28:37,904,9230770746433
Offer 24,O013,7350,436,53,199,2190,2023-01-02 13:54:18,354,9230478323663
Offer 21,O030,8866,549,299,238,1008,2023-03-25 22:48:19,329,9230539361665
Offer 8,O030,8867,832,469,64,912,2023-08-18 20:53:12,799,9230498727181
Offer 21,O048,4591,722,406,173,293,2024-03-20 21:58:12,83,9230620961607
Offer 24,O034,8150,884,79,26,1525,2024-04-12 00:32:29,559,9230843939004
Offer 29,O043,4253,225,376,161,2249,2024-07-02 02:24:25,380,9230951173620
Offer 26,O003,7906,555,215,154,2768,2023-02-07 12:54:24,113,9230988629670
Offer 42,O006,3801,851,277,25,1252,2024-07-12 03:41:29,919,9230525329325
Offer 7,O010,5279,169,176,140,1499,2023-04-08 01:51:24,982,9230838747192
Offer 16,O021,3621,423,499,206,1685,2024-02-24 21:58:28,496,9230966239325
Offer 24,O029,1351,347,471,218,1729,2024-02-25 10:50:21,119,9230239925602
Offer 6,O041,7180,970,476,241,1839,2023-04-22 09:36:00,803,9230407100763
Offer 19,O020,5742,685,339,166,1197,2023-10-06 17:42:24,850,9230237324066
Offer 46,O014,8542,350,229,121,1017,2024-03-28 02:37:16,350,9230237324066
Offer 16,O048,2082,286,398,125,246,2024-09-19 14:26:57,359,9230737442961
Offer 27,O042,5090,907,121,99,579,2023-04-14 01:53:06,260,9230150956349
Offer 28,O013,2743,896,317,139,2605,2023-04-20 19:26:35,174,9230863903371
Offer 39,O028,2677,836,220,151,2552,2023-08-02 05:53:16,291,9230461913145
Offer 12,O033,2799,493,68,189,1269,2024-03-01 22:27:41,126,9230734328465
Offer 15,O026,6694,776,283,294,1250,2024-01-02 21:12:48,121,9230572489793
Offer 35,O024,9089,270,457,294,1084,2024-01-31 06:41:43,228,9230347659110
Offer 3,O028,9644,434,483,111,226,2024-11-30 17:17:17,715,9230104488435
Offer 28,O031,8122,391,277,153,763,2024-09-29 04:29:25,89,9230429988720
Offer 46,O036,3087,890,450,60,2793,2024-10-13 19:16:37,970,9230372079637
Offer 19,O029,535,258,324,146,617,2023-11-04 18:29:40,194,9230310826483
Offer 48,O039,1975,628,414,76,1319,2023-03-26 00:37:21,979,9230344399416
Offer 6,O042,9495,283,299,157,321,2024-01-11 18:20:47,288,9230270449680
Offer 1,O033,504,702,315,145,2658,2024-04-25 16:04:41,111,9230625617252
Offer 3,O007,3906,269,424,221,1494,2023-12-24 16:21:26,977,9230949419871
Offer 13,O046,3983,338,424,213,1750,2024-07-22 02:10:25,617,9230368714655
Offer 42,O013,6811,761,126,44,1042,2023-11-29 13:52:53,407,9230324505412
Offer 47,O024,3061,943,310,217,1540,2023-07-04 22:29:20,551,9230710999422
Offer 21,O033,4017,682,347,25,1333,2024-12-23 10:27:53,512,9230397501087
Offer 39,O028,2447,725,307,75,1271,2023-11-04 13:47:33,406,9230164210176
Offer 46,O033,2853,157,413,224,2351,2024-07-23 00:16:30,662,9230541679053
Offer 25,O018,6058,110,283,36,683,2024-01-11 19:33:37,528,9230108807547
Offer 23,O039,7879,625,73,185,2786,2023-07-03 22:59:07,640,9230768600866
Offer 12,O013,4009,121,261,243,766,2023-01-29 03:16:13,86,9230625617252
Offer 41,O037,7163,330,203,49,2639,2023-07-16 19:20:35,90,9230681869488
Offer 9,O044,6478,658,125,69,2234,2024-01-03 06:41:49,739,9230547718818
Offer 40,O043,6629,558,363,295,1885,2023-10-06 17:16:22,234,9230747965604
Offer 12,O006,2366,987,149,68,949,2024-10-16 03:12:13,602,9230338854256
Offer 18,O022,3341,373,216,54,2920,2023-12-22 08:59:26,761,9230203822216
Offer 16,O035,901,661,227,92,1615,2024-07-09 14:15:50,390,9230889163981
Offer 23,O025,9125,605,103,198,1802,2024-09-10 23:49:53,205,9230620962249
Offer 40,O045,6405,117,77,141,1887,2023-10-30 08:27:20,77,9230353836706
Offer 24,O002,5153,304,262,169,2636,2023-06-09 02:31:02,608,9230829631581
Offer 10,O012,5184,530,341,229,2402,2023-11-02 19:55:38,692,9230862699321
Offer 41,O010,5434,966,494,106,891,2023-07-09 15:05:35,923,9230224461766
Offer 22,O031,9245,443,466,102,1467,2023-01-19 17:26:29,62,9230628658338
Offer 37,O039,5882,659,183,283,2454,2023-07-02 05:59:41,792,9230703883514
Offer 27,O030,3678,821,223,41,489,2023-07-29 15:31:13,187,9230815165481
Offer 8,O023,6705,479,272,174,384,2023-09-20 18:22:46,509,9230620961607
Offer 9,O043,7179,549,109,166,2201,2023-12-13 15:28:15,579,9230808755530
Offer 40,O002,4558,412,50,73,2271,2024-05-14 07:42:01,284,9230857572590
Offer 26,O016,2507,709,313,131,2346,2024-12-19 18:17:18,450,9230578964248
Offer 35,O006,9351,198,163,294,1947,2024-05-25 05:20:11,140,9230371331909
Offer 6,O025,7824,857,330,32,693,2023-10-20 07:05:52,341,9230525329325
Offer 49,O038,5203,285,441,81,2287,2023-07-18 04:59:16,760,9230744398113
Offer 2,O027,3802,807,161,145,2804,2023-02-15 12:23:13,802,9230678073159
Offer 37,O009,4763,843,485,80,2297,2024-12-22 11:59:03,187,9230966239325
Offer 33,O040,823,457,402,282,2797,2024-11-13 12:32:17,77,9230491718472
Offer 42,O042,4577,852,451,222,2681,2024-08-08 09:44:22,269,9230924151654
Offer 36,O025,4240,963,247,285,1758,2023-08-05 07:36:59,441,9230701049720
Offer 31,O013,3771,586,152,256,403,2023-05-15 07:20:29,237,9230841273951
Offer 20,O006,8998,590,193,67,1685,2023-09-30 20:32:09,408,9230996123791
Offer 21,O006,5155,163,105,140,505,2024-05-21 04:27:52,945,9230848893085
Offer 36,O050,2353,456,450,236,2358,2024-03-06 18:27:25,435,9230340061181
Offer 8,O018,4535,693,347,140,2381,2023-11-08 21:51:10,588,9230469090751
Offer 26,O034,7595,973,174,148,2657,2023-11-04 11:10:40,751,9230281653523
Offer 15,O032,6591,557,276,26,2756,2023-11-06 10:37:27,217,9230625617252
Offer 38,O049,1038,847,283,174,915,2024-04-15 13:22:05,149,9230320913591
Offer 18,O037,9406,704,280,150,1445,2023-05-11 03:40:39,801,9230737442961
Offer 33,O030,4285,362,171,256,1905,2023-04-03 21:50:02,916,9230488909528
Offer 46,O009,1529,885,348,231,2343,2023-03-26 01:41:58,971,9230966239325
Offer 32,O041,1181,564,130,237,1718,2023-01-05 01:10:37,306,9230781941999
Offer 44,O031,7186,340,176,109,474,2024-10-19 14:02:15,337,9230734032528
Offer 11,O026,6852,549,346,180,1618,2024-07-03 08:45:49,320,9230460925197
Offer 5,O023,2197,259,353,59,1795,2024-04-12 10:24:26,400,9230555117124
Offer 28,O027,9107,887,312,216,2562,2024-12-20 12:00:19,119,9230406147934
Offer 41,O023,4099,528,347,268,1154,2024-04-21 11:38:32,328,9230878479840
Offer 40,O020,1231,112,368,241,2512,2023-05-09 14:35:58,581,9230590622845
Offer 39,O020,7975,821,314,93,1164,2023-01-29 23:21:33,651,9230677426741
Offer 50,O009,5544,208,456,287,2910,2023-10-28 17:03:56,960,9230293207299
Offer 20,O026,1066,523,377,184,2654,2023-12-14 19:19:41,653,9230136370951
Offer 48,O026,9081,642,438,276,2026,2024-04-15 09:38:51,216,9230281653523
Offer 25,O027,7623,529,265,32,1607,2023-04-10 15:57:21,362,9230584177819
Offer 3,O035,7044,611,89,125,2942,2024-09-19 18:55:14,253,9230230356648
Offer 18,O008,8122,408,353,265,2479,2023-02-23 22:15:19,214,9230818324681
Offer 27,O010,1086,308,103,226,2360,2024-08-19 23:34:49,838,9230493806941
Offer 7,O017,892,803,456,121,2012,2023-08-08 12:11:38,969,9230889042748
Offer 26,O029,5734,533,427,53,1478,2024-11-25 19:23:51,50,9230363807566
Offer 42,O036,3885,696,262,230,323,2023-08-20 18:43:23,475,9230116725380
Offer 50,O023,3005,267,178,167,1398,2023-11-17 08:44:09,378,9230549696488
Offer 37,O045,1651,443,484,243,1151,2023-08-29 08:47:19,806,9230758196297
Offer 10,O048,7536,410,307,270,2548,2024-02-04 05:31:55,541,9230804324464
Offer 48,O040,5943,670,299,184,645,2023-01-09 20:15:19,589,9230214230900
Offer 11,O047,9714,388,315,242,207,2024-09-30 18:43:53,636,9230870299395
Offer 10,O044,8969,608,493,49,722,2023-10-02 20:04:17,123,9230776465178
Offer 8,O004,4741,528,373,177,2356,2023-12-03 21:08:33,226,9230701049720
Offer 8,O048,7594,232,305,284,1456,2024-01-30 05:10:10,991,9230584157454
Offer 42,O047,2031,371,345,296,1593,2023-11-04 10:28:39,577,9230518716541
Offer 15,O045,7168,642,379,164,2370,2024-11-09 12:40:20,581,9230104488435
Offer 29,O030,8102,773,81,233,1917,2024-07-23 11:41:49,806,9230531073886
Offer 37,O017,9134,872,78,171,1884,2023-11-30 12:33:12,85,9230280094327
Offer 32,O020,8743,372,83,29,365,2024-01-19 16:37:56,905,9230626020914
Offer 28,O025,1133,812,335,271,557,2024-11-25 11:09:29,161,9230277713469
Offer 40,O040,5173,369,170,186,1543,2024-08-20 17:57:10,843,9230758196297
Offer 27,O046,7319,651,93,86,2863,2023-02-18 15:13:19,168,9230691534638
Offer 25,O009,9208,300,284,144,1505,2024-01-04 04:46:25,206,9230986337820
Offer 28,O010,1842,651,131,84,1663,2024-11-26 21:25:14,640,9230857572590
Offer 49,O038,544,615,397,168,1510,2023-10-08 03:02:20,803,9230889163981
Offer 15,O005,3207,256,89,272,2102,2023-11-13 18:00:14,858,9230380831002
Offer 48,O047,9876,837,405,268,2488,2023-11-16 04:40:39,393,9230870299395
Offer 2,O047,2514,866,214,132,1460,2023-11-27 11:30:26,457,9230816548778
Offer 31,O026,9302,880,333,282,2447,2024-12-27 12:10:01,899,9230710999422
Offer 14,O044,2777,914,120,72,2102,2023-10-14 20:19:23,170,9230639362130
Offer 46,O033,9835,155,196,73,1601,2024-09-27 10:08:49,220,9230104488435
Offer 29,O040,7721,555,451,289,584,2023-02-12 10:55:38,536,9230438965158
Offer 2,O033,1852,122,143,238,319,2023-06-10 03:40:20,300,9230731598505
Offer 26,O028,1881,647,302,78,1327,2023-10-07 05:09:20,561,9230927917724
Offer 1,O036,7835,115,186,143,1163,2024-11-08 09:40:49,581,9230628658338
Offer 19,O031,975,597,498,293,1562,2024-10-21 11:45:31,609,9230377854779
Offer 44,O002,3433,348,85,67,1123,2023-04-27 01:48:05,595,9230189367566
Offer 40,O002,1258,663,319,235,2075,2023-08-22 04:10:25,152,9230845937238
Offer 47,O024,2480,631,269,242,1074,2024-07-08 00:33:58,428,9230933143804
Offer 24,O041,8147,158,262,238,400,2024-12-07 06:57:31,506,9230736702569
Offer 6,O048,1049,410,92,213,1212,2023-06-21 17:09:16,446,9230469090751
Offer 8,O006,7359,598,176,220,799,2024-02-14 00:06:03,244,9230857572590
Offer 2,O017,3029,706,362,294,1593,2024-09-12 22:03:19,392,9230585087525
Offer 35,O011,3622,635,223,67,1691,2024-02-08 14:31:15,623,9230510851164
Offer 42,O024,6066,215,60,140,1329,2024-12-20 23:33:36,415,9230707021158
Offer 29,O030,3048,658,363,268,2663,2023-02-13 01:53:07,379,9230521850876
Offer 31,O008,6455,942,184,122,2052,2024-03-10 03:35:44,548,9230600587929
Offer 34,O008,7066,222,306,76,1529,2023-06-01 21:20:56,903,9230878531833
Offer 13,O022,1058,770,421,119,750,2024-06-23 08:03:40,961,9230732582752
Offer 29,O032,5254,316,155,208,2359,2023-05-18 22:40:34,231,9230130862663
Offer 44,O029,2622,623,294,31,2826,2023-08-14 07:13:34,838,9230280094327
Offer 35,O046,8420,770,111,83,574,2023-12-17 08:42:53,847,9230975398588
Offer 27,O037,7298,494,77,147,800,2023-06-06 13:42:26,188,9230237322715
Offer 35,O045,3373,607,156,267,2080,2024-10-26 19:13:51,402,9230136370951
Offer 33,O031,8190,793,226,282,2382,2024-12-25 09:02:30,54,9230689135277
Offer 50,O008,1672,290,56,246,2863,2024-04-23 04:25:07,86,9230240764422
Offer 8,O049,4603,555,304,115,2798,2024-06-22 17:40:09,598,9230509493265
Offer 14,O047,7256,322,121,73,2056,2023-12-02 09:46:46,161,9230904602671
Offer 1,O042,5996,208,360,270,1984,2024-03-14 05:33:08,972,9230963789911
Offer 38,O008,2037,389,105,257,1718,2024-06-07 21:04:51,1000,9230257976986
Offer 37,O016,704,479,365,79,2637,2024-09-13 02:04:38,850,9230595811548
Offer 42,O005,2031,662,316,289,2835,2023-11-26 10:35:06,895,9230222425251
Offer 43,O049,3282,824,436,31,1678,2023-12-04 08:05:01,268,9230283949996
Offer 31,O019,7136,169,381,114,1879,2023-09-13 18:59:05,273,9230625617252
Offer 28,O006,3593,834,121,213,1495,2023-11-09 15:24:42,696,9230924151654
Offer 38,O037,4970,208,292,157,2403,2023-07-31 15:13:37,198,9230503425792
Offer 9,O048,7305,515,89,22,2580,2024-10-12 04:03:04,186,9230996629579
Offer 8,O035,5498,909,306,276,2363,2023-05-29 13:31:13,217,9230338505901
Offer 34,O049,9234,334,186,243,668,2024-01-10 09:31:10,78,9230436309566
Offer 39,O043,4098,843,166,285,2023,2023-10-06 20:46:11,189,9230390393385
Offer 30,O030,710,727,431,278,2503,2024-09-01 18:20:32,662,9230757247005
Offer 26,O032,6167,125,219,222,1324,2024-05-11 13:06:15,322,9230316119294
Offer 47,O011,674,444,180,135,2126,2023-12-02 15:16:29,448,9230104488435
Offer 30,O023,6225,430,210,294,384,2024-09-10 11:20:22,67,9230818324681
Offer 40,O038,2473,906,83,287,1999,2024-08-22 13:12:18,96,9230863763764
Offer 4,O012,5794,998,110,49,2924,2024-01-15 08:40:51,835,9230297580025
Offer 36,O033,9128,139,248,124,3000,2024-04-22 08:56:45,716,9230130862663
Offer 32,O015,1574,381,386,125,512,2023-04-09 18:25:30,68,9230877653565
Offer 10,O031,7700,562,484,84,1130,2024-02-29 12:54:42,985,9230407015189
Offer 46,O019,2104,921,153,254,339,2023-06-24 16:03:27,193,9230297855405
Offer 37,O037,9461,497,195,51,2850,2023-08-29 05:00:45,537,9230899644989
Offer 36,O009,3297,663,312,276,2662,2023-06-11 06:37:45,212,9230585087525
Offer 36,O029,6263,478,54,96,914,2024-04-15 12:01:56,660,9230518716541
Offer 13,O031,2311,390,278,244,1558,2024-08-28 19:48:58,532,9230595811548
Offer 17,O019,7360,795,274,55,1743,2024-09-10 19:53:20,122,9230372387956
Offer 26,O037,7980,166,331,194,2658,2023-04-05 21:21:47,772,9230829631581
Offer 50,O046,5176,415,390,300,2705,2023-11-05 12:57:10,113,9230734328465
Offer 31,O040,8652,728,255,54,688,2024-10-15 18:20:51,111,9230424834512
Offer 19,O020,5333,962,132,44,2307,2023-02-08 09:45:20,84,9230857792434
Offer 15,O016,7154,292,324,189,298,2023-01-22 14:50:59,562,9230678073159
Offer 38,O042,2807,151,494,267,2020,2023-02-15 00:31:55,249,9230913067921
Offer 22,O005,1604,623,174,282,310,2024-08-03 11:24:40,346,9230781941999
Offer 43,O026,1913,695,399,273,2308,2024-02-27 04:59:30,248,9230364676464
Offer 45,O026,9639,268,361,122,2284,2024-09-17 02:06:01,900,9230988629670
Offer 2,O034,1534,204,459,101,1946,2024-05-18 06:03:47,187,9230262593890
Offer 33,O008,9035,548,139,123,1624,2024-06-03 03:52:32,555,9230223870632
Offer 10,O031,1225,272,194,220,360,2024-07-05 17:49:47,161,9230386899259
Offer 47,O009,1474,521,274,257,2422,2024-02-07 02:17:31,304,9230279476066
Offer 11,O047,7748,162,142,265,1468,2024-11-04 14:23:06,701,9230952507106
Offer 19,O026,5575,167,296,195,2308,2024-08-22 15:29:07,735,9230405694220
Offer 38,O023,4729,988,487,47,2886,2023-08-04 20:35:03,685,9230199794288
Offer 7,O043,8838,756,473,62,2493,2024-09-25 20:01:30,680,9230555117124
Offer 17,O048,959,540,224,229,2923,2024-02-16 05:18:41,704,9230515578106
Offer 13,O026,9535,132,146,249,1966,2024-11-09 15:55:58,320,9230483063262
Offer 4,O012,3629,129,319,117,1414,2024-01-24 12:00:51,466,9230316119294
Offer 24,O002,3555,523,428,203,964,2023-02-09 17:08:07,491,9230797852798
Offer 35,O028,2181,787,67,270,2039,2024-02-17 00:41:18,929,9230549696488
Offer 15,O048,1855,928,452,44,1664,2023-11-20 04:46:33,154,9230877924960
Offer 31,O017,1959,379,312,22,2071,2023-02-06 20:09:29,735,9230131679184
Offer 6,O021,3051,826,406,297,1113,2023-07-08 07:47:30,779,9230340148689
Offer 44,O039,4923,348,320,296,1551,2024-11-16 11:06:43,836,9230916001896
Offer 10,O012,6040,472,376,201,2053,2024-08-23 01:55:11,927,9230164210176
Offer 22,O013,2472,323,226,203,1988,2024-08-09 17:41:33,95,9230703883514
Offer 24,O012,3560,553,55,82,2644,2023-05-13 05:15:54,782,9230128262006
Offer 14,O003,4503,337,127,291,1039,2024-10-23 07:35:51,300,9230590622845
